GENE	Liver_Cancer.Cell.Line_Low_HuH-7_Hepatocellular.Carcinoma: BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C11_419730	Liver_Cancer.Cell.Line_Low_HuH-7_Hepatocellular.Carcinoma: GSM253206	Liver_Cancer.Cell.Line_Low_PLC-PRF-5_Hepatocellular.Carcinoma: MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A04_454756
LGI2	134.86	299.64	65.57
GOLPH3L	193.33	337.54	332.71
ARL8B	1317.79	937.84	992.28
DCUN1D2	132.82	103.19	131.40
SETD5	272.35	293.39	190.02
PPP2R2A	880.70	777.77	515.53
ATAD3A	349.61	430.42	436.97
DPPA4	16.12	14.89	13.90
BBS7	91.82	68.55	75.28
RCBTB1	184.61	265.06	239.59
P3H2	233.49	295.21	276.53
FANCI	402.96	346.81	430.27
C11orf57	271.89	271.59	222.35
EXD2	143.36	132.82	211.42
TMEM57	122.94	216.06	89.30
PPP2R2B	37.71	23.95	17.53
KLHDC8A	51.35	59.90	60.35
LRRC20	145.55	193.94	151.15
TRIM62	77.98	83.36	101.28
ETNK2	78.26	70.31	81.73
RAVER2	65.64	39.85	55.05
NAT10	417.78	447.42	399.37
LRRC1	493.60	321.73	494.15
PNMAL1	23.95	19.93	677.89
PANK4	166.08	172.02	171.39
PPP2R2C	39.33	44.37	73.47
USP40	149.27	216.17	156.05
CCDC87	82.89	84.92	111.45
MOB1A	769.35	415.90	1207.16
SMU1	78.04	58.74	77.86
UBA6	266.87	330.57	246.44
VRTN	74.34	33.67	38.18
SLC38A7	129.10	130.31	160.25
OGFOD1	575.15	603.33	446.80
PPP2R3A	94.42	72.45	135.44
STEAP3	80.20	82.12	104.08
KIRREL	47.11	76.05	43.58
SLC47A1	387.38	546.32	56.44
UQCC1	347.22	367.96	266.72
CCDC25	490.39	350.24	308.17
NEIL3	323.41	315.94	146.83
TMEM206	294.64	273.46	535.63
YY1AP1	616.77	907.59	368.29
PPP2R4	401.04	335.95	290.08
ELP2	305.39	263.56	258.39
PCMTD2	506.63	520.99	302.71
ASXL2	94.27	106.17	101.23
TYW1	464.10	518.03	689.26
TMEM39A	363.35	501.22	169.66
WDR41	216.95	161.39	352.16
ADI1	1956.69	1859.24	1296.49
MRGBP	531.56	546.09	438.89
THNSL2	107.14	118.73	60.20
CASC1	14.27	15.07	14.24
PPP2R5A	73.81	98.18	231.31
TMEM143	204.21	192.83	209.88
C7orf43	136.57	120.79	169.50
TMEM19	300.22	214.26	465.71
PRR34	116.22	117.96	104.29
ECHDC2	439.04	504.01	458.63
PSPC1	245.72	203.90	70.06
PPP2R5B	109.08	119.20	156.13
NUDT15	1060.63	1447.15	1104.13
IMP3	1048.20	869.05	766.21
TMEM100	15.58	23.30	20.50
PHF10	678.83	838.69	1307.69
VPS53	45.38	34.48	31.66
PGM2	275.42	222.35	316.49
FGGY	93.75	89.14	84.38
QRSL1	304.08	217.56	216.72
ZNF654	87.89	60.20	30.55
PPP2R5C	266.35	286.38	292.42
CWF19L1	163.45	202.52	139.78
TMEM140	382.76	310.30	111.11
LRRC36	47.49	89.04	66.32
MCOLN3	55.09	46.22	78.31
UBE2W	179.42	168.37	135.50
RBM41	71.58	53.91	78.59
C4orf19	171.34	83.85	66.76
TMEM40	32.31	33.07	40.42
ATXN7L3B	618.62	494.32	331.92
RHOT1	268.15	215.57	368.52
ACOXL	15.03	12.59	12.09
PPP2R5D	189.02	160.96	208.01
BRF2	319.33	258.10	237.85
PPP6R3	946.59	1333.96	503.06
UEVLD	188.33	117.92	225.35
FBXW7	158.23	222.29	153.99
KLHL26	54.70	70.24	57.30
TBC1D19	120.56	122.62	175.58
CCDC91	132.25	46.91	175.14
RNF121	125.52	155.22	125.52
BRIX1	934.40	1173.74	401.82
AVPR1A	27.83	25.13	29.91
PI4K2B	950.14	950.14	328.44
OLAH	21.18	16.56	19.12
GIMAP4	49.09	80.74	35.03
SPTLC3	197.14	144.79	19.66
DDX19A	371.26	294.23	281.68
PPP3CA	806.76	730.78	343.89
PEF1	549.93	619.65	613.87
ZNF444	317.67	354.17	244.76
RFK	748.88	731.90	1567.34
CPPED1	183.23	153.73	124.02
TMEM144	80.27	35.55	76.34
SLC29A3	636.80	1001.40	622.06
RSAD1	178.11	193.42	405.06
AP5S1	228.46	388.86	181.21
TMA16	63.71	93.75	32.20
PPP4C	761.92	568.69	754.20
MIS18BP1	131.03	91.43	116.71
TMEM74B	78.06	62.35	46.53
C5orf22	112.20	111.60	51.72
LARP6	382.89	187.61	491.11
ABCF3	224.43	189.55	221.26
UFSP2	146.01	136.73	150.35
AGPAT5	171.17	185.48	118.15
LIN7C	685.78	479.44	171.93
RNLS	65.24	56.08	49.55
MNS1	62.62	35.15	115.14
PPP3CB	376.60	459.59	290.56
BLOC1S4	614.90	538.98	467.04
ACER3	103.84	104.44	199.54
DRAM1	548.03	594.32	294.72
SYNJ2BP	192.83	117.78	156.31
SLC39A9	148.94	113.54	95.53
NIPSNAP3B	31.38	23.06	18.92
FBXL8	18.07	15.75	14.89
C19orf66	93.54	79.69	218.29
WDR33	98.33	88.61	98.62
PPP3CC	68.95	57.92	104.05
GIMAP5	113.75	191.97	131.24
LSG1	329.31	311.89	228.03
STRBP	230.66	265.56	158.23
SLC35C1	109.27	96.24	140.08
ZGRF1	14.82	14.21	18.55
TCP11L1	45.47	39.46	93.92
ABHD10	583.67	552.72	224.13
CHDH	69.26	54.81	51.96
PPP3R1	122.07	92.31	125.04
VNN3	31.35	25.86	19.86
STK32B	51.70	82.01	50.54
COPRS	1293.17	976.99	2912.01
LAPTM4B	4310.38	4278.83	3825.15
HJURP	471.82	705.99	319.88
SLC22A15	108.41	176.96	93.10
TBC1D2	40.24	38.10	49.19
STYK1	35.46	16.74	21.80
PPP3R2	15.35	16.56	16.77
PI4K2A	144.72	199.04	168.62
TMEM63B	168.86	160.25	280.66
HEMGN	15.00	15.83	15.89
IMPACT	63.79	34.04	65.46
TMEM176A	314.58	695.06	85.17
LGR4	197.88	170.76	173.68
PIDD1	114.98	99.70	211.10
PPP5C	339.55	216.56	189.60
PPP4R1L	32.32	47.68	40.68
TMCO6	188.09	264.72	251.65
LRRC59	3135.33	2337.90	4100.55
PPP6C	1148.15	1079.24	971.99
MEG3	28.06	33.38	47.17
MCM10	313.78	487.92	374.39
PPT1	1381.19	1482.59	2762.58
PPY	17.35	25.06	24.77
AVPR1B	49.12	98.20	67.82
NPY4R	39.29	39.35	50.11
NCRNA00185	16.48	20.58	18.06
LOC554207	13.35	11.65	14.01
NCBP3	167.63	126.45	102.39
ZNF331	153.62	176.36	244.55
ASPDH	51.06	49.28	104.41
SIRPG	41.91	52.48	53.15
GPALPP1	190.73	223.79	91.77
PRB1	43.64	35.38	37.32
YOD1	63.37	81.58	37.81
AP1AR	161.39	120.70	97.36
PRB3	115.11	68.40	86.33
CAMK2N1	213.22	257.08	308.62
CSGALNACT2	88.98	89.98	79.02
PRB4	54.00	86.52	62.96
DNAJA4	159.05	79.26	64.04
PRCC	368.19	273.84	243.33
NDUFAF7	62.09	55.75	79.40
RBM12B-AS1	25.62	34.07	37.20
PRCP	882.77	504.74	1873.47
PARL	1012.00	912.45	934.40
PRELP	72.71	86.93	72.27
AVPR2	37.35	38.99	34.35
ETNK1	223.03	252.93	245.01
CHST12	176.01	178.76	191.63
HES6	360.81	404.14	325.68
TRPV6	98.82	67.58	131.77
TNFRSF19	120.24	57.46	27.01
NOP10	3353.61	2965.79	4752.93
H2AFY2	374.96	322.20	112.98
GPRC5D	61.92	84.83	64.75
SLC35E3	548.63	364.46	595.56
BATF3	79.63	103.69	180.27
PREP	439.92	389.48	186.31
DDX43	63.50	29.91	287.42
SAGE1	19.53	17.09	258.17
SMPD3	43.99	39.40	49.52
ASIC4	29.11	36.94	45.01
PRF1	74.33	77.91	77.11
ELAC1	67.64	56.83	30.77
TRIM36	26.37	12.15	20.46
DHTKD1	213.81	252.67	349.00
FEM1A	271.74	219.96	150.60
TMEM55A	97.16	81.16	131.96
SRGN	14.33	15.26	29.21
SVOP	33.32	38.47	30.39
ELMOD1	16.86	21.11	16.70
SLC30A10	310.21	1175.62	18.13
MAML3	102.70	85.63	116.91
CDCA7L	682.60	776.53	494.87
KCNQ1DN	76.04	40.89	30.31
PRG2	28.00	40.54	31.99
IL17RB	774.54	671.95	174.37
RBM38	180.63	153.69	153.06
ZNF823	182.82	230.22	119.79
SOX6	41.30	39.86	24.65
KLK15	29.69	29.77	30.26
ENOSF1	564.84	657.75	672.60
PLXNA3	61.79	60.97	66.87
HAUS7	167.17	256.27	288.13
CDC42BPG	45.49	77.18	76.07
ZNF821	58.13	57.25	55.12
DNAH3	61.07	77.23	63.12
GALNT10	263.49	135.02	161.20
CNOT11	945.41	746.66	525.12
FOXRED1	427.45	609.72	468.01
CDV3	657.43	445.17	312.61
STAB2	51.19	60.51	63.95
NAGK	975.10	545.03	598.79
SUPT20H	288.87	449.73	272.20
PRIM1	810.18	632.62	580.36
CHRNA9	15.17	21.54	13.97
UBE2Q1	96.85	132.47	93.75
MIOX	21.52	44.72	32.36
MED29	214.30	194.87	190.78
BMP2K	95.29	78.41	72.80
PRIM2	89.58	55.31	58.11
VEZT	202.91	108.11	185.02
GOLGA2P5	78.73	53.14	82.78
OTUD5	272.93	178.50	173.77
ZCCHC8	581.04	1005.29	559.27
RNPC3	94.57	107.11	58.67
ITLN1	18.00	28.86	18.75
DDX60	29.07	35.11	58.83
CDKN2AIP	142.33	174.07	109.04
FAM46A	349.73	270.93	651.31
LRRC16A	72.18	49.65	126.93
KIF21A	222.12	323.88	116.00
PPP1R9A	89.22	125.82	94.46
ANKRD10	247.49	308.00	367.40
ZNF280C	57.43	71.79	32.65
VPS50	39.85	28.47	47.76
OTUB1	358.29	325.02	658.03
FERMT1	143.43	113.40	69.54
MTMR8	26.35	25.67	30.69
KIF16B	79.60	80.33	66.11
PRR5	180.89	170.88	121.79
ASAP3	207.49	180.44	141.78
TASP1	147.07	156.97	105.42
DOCK10	18.03	26.32	21.78
STAP2	149.62	159.94	200.78
TRMT1	199.38	161.75	168.86
TTC27	317.76	233.67	596.55
THUMPD1	265.36	199.33	211.53
POMGNT1	100.86	93.10	175.06
ZDHHC7	712.48	800.30	667.03
AMBRA1	74.38	65.34	96.27
ZNF407	108.26	119.29	115.95
PNRC2	339.44	351.72	222.92
PRKAA1	276.84	314.87	71.59
SLC39A4	52.19	55.94	593.58
LRRC40	903.26	937.26	540.63
G2E3	1079.24	835.91	161.39
TBC1D22B	71.89	68.95	85.65
KRBOX4	174.89	154.92	287.02
DEPDC1	314.41	330.75	401.57
CHD7	408.62	490.73	222.81
SYBU	104.70	133.95	343.70
PRKAA2	97.29	127.14	84.26
FLVCR2	115.95	111.68	88.00
BTBD2	122.48	163.29	155.27
OSGEP	260.96	224.36	169.37
LYAR	739.55	632.10	650.45
RAB20	105.13	180.18	118.95
PRKAB1	215.84	291.61	293.39
PIGV	114.63	128.08	141.30
NHP2	1006.69	1247.57	1189.38
SLC48A1	212.51	288.13	492.17
BCAS4	85.41	67.49	159.35
TMEM127	218.79	167.17	277.84
NLRP2	23.10	23.04	808.44
INTS8	928.66	1270.52	1431.98
ZNF692	207.59	195.42	352.68
RNF126	359.26	448.20	237.29
ZNF416	67.39	57.06	70.95
PRKAB2	212.23	329.20	125.85
PRPF40A	661.32	728.66	586.06
DDX27	927.56	853.83	1038.94
HIF1AN	214.85	216.45	217.90
ZNF446	102.54	125.04	133.80
CDC37L1	137.66	102.82	77.60
URGCP	158.08	236.30	331.83
NPLOC4	537.49	550.35	560.82
DENND4C	229.70	145.38	148.72
GPATCH2L	36.26	30.42	30.01
MFN1	276.40	245.91	124.69
PRKACA	186.87	212.84	112.49
PEX26	44.54	25.31	46.50
PPP4R3A	310.75	259.63	272.71
SLC30A6	197.18	183.83	330.09
IWS1	328.44	278.90	278.67
LIMS2	97.42	88.92	79.43
PRKACB	186.92	164.05	286.22
RUFY2	16.35	15.73	15.41
SCYL2	898.52	600.28	917.97
KANSL3	289.36	326.81	318.95
RABL6	362.37	254.36	272.12
MREG	50.34	37.48	58.74
TRMU	136.97	223.90	148.87
YEATS2	231.01	237.72	146.29
PRKACG	50.36	44.59	38.00
PACS1	229.94	187.34	150.24
FRMD4A	29.46	37.09	314.87
LUC7L	222.69	212.78	153.88
KDM4D	40.76	34.45	37.00
NSUN5	399.76	440.23	309.95
RBM22	389.72	316.31	365.47
VAC14	176.66	185.16	140.99
RADIL	93.37	125.08	214.36
IARS2	1304.25	1389.93	2025.27
PKIA	504.18	496.69	109.31
MAP7D1	211.38	212.39	330.66
ARHGEF40	233.05	264.42	159.09
CCDC94	222.29	169.28	186.41
POLR3B	542.73	592.10	400.01
CCDC88A	123.23	99.18	94.69
IPO9	111.78	138.52	105.30
NDC1	363.67	419.17	827.15
NECAP2	369.34	293.07	327.97
KBTBD4	117.56	86.88	133.48
PKIB	226.80	240.85	192.02
FAR2	65.50	58.30	63.63
ZNF334	18.16	20.36	17.88
TENM3	25.32	24.49	27.83
DOK4	228.22	294.31	317.59
LMBR1L	163.73	192.89	168.24
WDR11	281.76	390.70	268.23
POLR3E	436.25	396.20	537.31
SLF2	143.60	120.19	132.91
PRKAG1	535.86	633.46	733.68
TSR1	489.51	324.64	303.83
IQCC	59.91	66.21	76.04
CEP72	132.40	133.26	240.92
ASF1B	577.51	469.18	384.44
ASUN	700.63	722.57	568.02
BTBD7	142.12	149.62	110.46
N4BP2	35.87	49.34	72.12
ATF7IP	443.35	364.35	257.69
FAM222B	341.96	397.11	425.73
C1orf112	123.61	164.94	131.21
HHAT	38.66	26.23	47.74
ZFP64	150.10	200.99	123.00
DNAJC11	251.20	367.50	388.86
VPS35	1599.16	1117.84	1917.75
ARFGAP1	215.02	211.10	192.74
CARKD	448.51	278.28	499.76
PRKAR1A	1027.06	942.53	1754.93
ENAH	442.77	483.01	190.11
EDEM2	281.44	254.55	330.57
PARVA	200.28	108.01	161.75
CHFR	238.16	259.84	304.44
COA1	423.05	656.29	762.34
AP5M1	620.42	511.33	389.24
NUP133	479.60	291.69	291.29
CNDP2	951.33	1028.41	1143.78
CCAR1	604.08	687.35	525.52
AGK	473.66	377.07	300.31
TMEM184C	367.40	243.33	439.04
SEPT11	312.06	353.63	183.14
OGDHL	67.60	53.82	74.69
TMEM30A	714.55	516.31	424.46
CDK5RAP2	395.33	350.34	304.86
INTS9	209.76	177.97	161.08
UGGT2	102.19	136.18	186.59
RCOR3	112.82	148.19	146.05
WDR12	1630.28	1604.27	1842.82
PRKAR1B	65.71	83.43	140.25
DHX32	249.00	343.89	611.75
TTC17	241.05	183.88	163.32
ZNF701	24.14	25.08	26.64
EXOC1	256.94	190.64	386.39
IFT122	220.53	225.58	140.28
H2AFJ	60.25	75.30	84.88
NGLY1	811.92	523.92	700.63
ZNF83	107.88	64.16	136.54
PRKAR2A	127.33	86.35	92.33
EXOC2	115.87	89.42	137.06
TDP1	145.41	165.66	152.88
SAYSD1	114.17	137.69	114.09
MBD5	43.77	42.13	33.13
ZNF839	76.80	89.40	89.62
PRKAR2B	79.79	98.04	41.30
ERMARD	145.76	133.89	228.75
RIOK2	379.88	296.38	344.94
CMTR2	94.31	120.50	119.69
FGD6	86.67	42.55	97.51
ZNF415	85.50	36.88	29.36
TXLNG	117.92	83.62	143.15
LMBRD1	942.53	675.35	996.21
DEPDC1B	294.47	409.41	261.45
PRKCA	92.89	125.25	113.27
CSGALNACT1	115.22	23.00	1376.13
LRIF1	229.87	235.99	210.36
FAM63A	159.28	251.06	213.59
DDX28	126.33	118.59	105.93
PCID2	449.88	456.45	714.21
MBNL3	480.27	1655.44	13.91
CACNA2D3	17.86	20.45	18.66
PRKCB	42.63	38.79	48.46
SCN3B	23.92	50.75	28.98
IL26	12.34	12.30	11.50
DCP1A	372.53	336.04	249.86
ADAP2	67.91	86.64	156.74
LRP2BP	16.82	19.91	19.52
HR	74.64	88.67	95.21
ST6GALNAC1	37.70	23.44	28.84
TRERF1	35.78	38.31	55.17
PRKCD	121.68	39.57	89.02
FOXJ2	236.48	221.78	457.36
ADCY10	29.12	30.83	26.15
SPATA7	68.93	64.53	49.76
UTP6	830.82	803.69	1018.06
BDP1	66.32	59.83	56.40
TSNAXIP1	54.12	85.60	87.58
DOK5	68.06	80.19	75.19
KDM3A	601.32	326.72	445.60
RNF130	137.63	129.44	509.06
PRKCE	75.48	75.54	69.97
ALLC	30.33	41.01	27.11
VPS11	202.66	241.99	275.56
PAG1	136.37	51.13	42.25
PECR	308.17	597.30	414.52
DCAF6	493.98	424.61	391.21
VIMP	1156.86	1155.10	1706.47
PRKCG	44.31	55.05	59.30
GLT8D1	418.88	354.39	559.70
EMC3	1189.38	1110.58	1013.97
CAND1	693.14	637.91	527.93
UBAP2	794.72	855.78	937.84
CENPJ	101.05	162.06	85.24
EAPP	402.07	294.97	282.22
CENPN	299.39	274.22	163.81
PRKCH	83.00	74.53	257.57
EAF2	198.49	182.15	137.60
WWC3	47.92	62.15	359.16
ARHGAP15	49.81	50.68	53.74
PPP2R2D	131.77	207.81	176.74
BRK1	1560.83	1679.60	1281.13
ITFG2	170.79	162.10	175.11
CISD1	1817.70	1243.42	2016.73
PLGRKT	349.42	188.37	269.25
ALG13	284.40	217.50	804.14
PRKCI	605.84	570.31	642.43
USE1	124.10	148.41	96.50
PSENEN	696.08	425.58	919.69
TEX2	364.23	321.84	406.75
IDI2-AS1	62.98	66.27	79.14
ZC3H15	1482.59	1180.11	1444.35
FAM45B	288.13	251.46	266.93
ACOT13	720.12	703.64	914.67
KIZ	196.64	217.90	82.01
TMEM165	741.04	539.17	767.75
BEX1	1022.16	6387.34	75.17
PKN1	129.60	93.64	143.12
ACTR10	1861.44	1084.64	1365.01
ECHDC1	910.30	629.08	762.71
TMEM126B	1018.76	1067.26	1434.77
SLC22A11	28.69	28.95	23.58
HDAC8	113.22	104.08	128.12
PKN2	319.88	392.70	405.71
ASH1L	197.79	281.13	182.91
PBK	1408.07	1195.83	1208.16
GSDMB	117.65	101.86	57.52
GABRQ	42.40	42.97	45.46
PRKD1	697.04	336.63	38.38
WSB2	1685.20	2118.31	3566.76
LMO3	37.74	67.71	35.88
ZKSCAN7	80.94	95.36	34.21
PRKCQ	47.13	105.79	59.29
GPRC5C	363.25	450.19	769.35
LENEP	75.36	91.60	51.79
MYNN	286.62	249.54	247.42
ZNF395	176.96	121.38	201.30
MESP1	41.30	38.82	142.09
UNC45A	150.86	95.53	207.69
PRKCSH	1468.27	1754.93	1388.78
AXL	72.13	173.00	387.24
ZNF302	203.59	229.09	72.01
ACSS2	330.66	432.45	374.96
KMT2E	206.33	353.21	234.88
RNF114	919.11	753.83	546.32
ZC4H2	48.04	62.09	173.38
CMAS	236.42	272.71	213.49
C19orf80	34.27	35.80	32.85
BIN3	295.46	205.13	203.18
PRKCZ	199.88	73.49	490.39
APOBR	51.63	32.57	44.56
ERBB2IP	364.91	289.92	342.79
LANCL2	153.69	154.89	175.33
NXT2	399.37	388.10	294.80
CTTNBP2NL	57.60	62.98	60.25
PRKDC	842.42	1024.92	554.87
RCC2	450.79	510.94	359.71
NKRF	381.67	357.85	646.72
FAM212B	76.31	108.18	102.70
DMAP1	233.73	293.82	89.12
PRKG1	16.15	18.18	20.62
MYO5C	169.25	160.22	657.16
APOM	369.80	769.78	288.69
PRKG2	58.31	83.51	46.15
MAPK1	590.67	421.53	345.13
ZMAT5	289.60	171.80	154.14
LIN37	154.36	170.08	112.85
KLHL9	263.14	241.37	193.61
SULF2	242.90	253.69	22.99
MAPK3	307.83	304.18	292.58
SEPT3	39.22	76.75	59.57
AJAP1	22.79	22.83	23.82
NDUFA12	3291.43	2354.00	2672.73
NSFL1C	679.72	828.98	390.59
C20orf24	4509.96	5830.89	3874.25
MAPK4	24.85	25.46	25.71
GNG12	226.05	102.94	65.44
BAIAP2L1	592.84	747.38	703.64
SLC25A40	311.55	179.91	300.14
BCAP29	121.62	143.08	194.87
SLC50A1	391.70	377.54	407.03
KLHL7	280.98	317.21	266.13
MAPK6	2200.63	2438.37	1892.79
MAPK7	195.42	155.00	144.72
NXF5	45.61	37.57	36.49
MAPK8	50.76	95.27	57.85
ACPP	25.20	26.03	22.72
NXF3	12.05	16.50	17.41
MYDGF	1368.71	1961.99	1940.89
SMG9	131.27	158.66	199.04
MAPK11	61.61	53.53	85.47
MAPK9	356.02	394.83	480.27
MAPK10	99.36	141.34	100.54
BARX1	23.07	29.04	30.97
PDGFC	422.64	407.15	327.37
MAPK13	84.48	73.78	43.91
MAP2K1	1791.06	1207.16	1657.28
MAP2K2	376.47	249.40	368.42
UBFD1	518.25	392.32	325.47
KLHL4	32.44	35.60	31.79
TMEM234	133.80	150.89	168.66
MAP2K3	221.21	220.65	303.49
MAP2K5	84.57	98.91	125.58
MAP2K6	250.66	229.05	514.95
PCDHGC5	16.27	19.23	20.83
PCDHGC4	23.56	25.09	31.39
PCDHGB7	10.37	11.46	13.07
MAP2K7	68.02	66.25	66.38
PCDHGB6	18.53	15.08	19.28
PCDHGB5	80.97	111.37	57.44
PCDHGA11	18.00	14.85	21.49
PCDHGA10	43.23	61.02	43.61
PCDHGA9	77.03	82.64	66.67
EIF2AK2	162.17	105.40	213.55
PCDHGA1	31.10	36.33	24.18
DNAJC3	100.08	85.44	189.93
PCDHB15	17.84	27.27	18.44
PCDHB14	97.67	25.35	12.61
PCDHB13	27.01	13.23	11.98
PCDHB12	47.14	58.68	41.51
PCDHB11	38.43	36.73	36.67
PCDHB10	30.29	14.60	13.41
PCDHB9	46.76	88.27	74.74
PCDHB8	49.45	17.36	14.07
PCDHB7	31.54	22.74	20.83
PCDHB6	56.36	18.93	14.22
PCDHB4	36.75	32.09	20.78
PCDHB3	123.69	40.34	12.34
PCDHB2	156.54	69.87	18.17
PCDHAC2	28.48	24.29	26.11
PCDHAC1	38.03	49.12	32.88
PCDHA10	32.08	31.14	40.06
PRKX	129.37	138.12	96.81
PCDHA6	13.93	18.07	23.64
PCDHA5	21.65	17.76	25.57
PCDHA3	40.96	49.08	50.08
PCDHA2	31.40	25.28	23.45
TEX15	102.61	124.37	44.27
TEX14	28.63	29.12	31.11
TEX13B	73.84	62.05	61.32
TEX13A	33.41	35.93	33.43
TEX12	12.89	14.09	14.27
TEX11	20.32	20.18	19.24
NDNL2	54.66	49.86	159.82
RNF17	23.43	33.89	52.31
STK31	24.71	23.43	18.58
TDRD1	31.92	17.19	19.60
GSDMC	48.20	69.99	43.66
PRKY	39.76	47.25	33.27
DNAH7	42.38	46.99	51.60
ANKH	140.69	106.64	206.23
PRL	83.81	37.95	34.75
MOSPD1	512.46	368.88	626.34
MTFR1L	161.15	169.53	105.08
PRLR	53.01	21.38	19.21
PRM1	61.16	64.97	40.63
LMOD3	12.91	13.11	13.90
FAM214A	302.71	259.92	245.40
PRM2	20.94	17.70	23.98
PRNP	56.27	37.87	767.38
PSPN	32.29	28.58	38.63
SUSD2	97.40	53.45	54.60
ZNF253	526.72	520.77	107.46
KIAA1217	92.81	134.95	60.72
BTNL2	33.75	43.35	45.20
C21orf62	62.13	53.76	55.95
MRAP	30.76	44.29	42.48
PROC	351.50	356.78	50.13
YLPM1	428.87	417.78	287.58
CRTAM	13.46	12.94	12.75
RNF20	811.47	499.94	722.22
TMX4	366.84	327.37	356.88
SERTAD4	43.70	47.19	46.45
MEPCE	554.68	594.07	647.84
CTNNBL1	214.09	242.12	235.37
PRODH	43.06	38.96	48.70
C8orf44	61.01	43.09	32.53
GPCPD1	273.01	385.05	85.49
LRRC8A	464.75	609.42	258.32
CPXM1	40.09	52.94	39.95
CCBL2	239.22	265.93	378.49
IRGC	22.19	26.79	21.89
PROP1	64.06	63.37	67.84
WDR45B	937.26	738.83	1829.08
BEX4	270.28	321.37	24.20
PROS1	366.28	274.15	139.61
GKN1	21.81	24.62	25.31
PARD3	232.04	505.86	226.91
PROX1	302.02	327.76	169.20
IL36G	24.12	26.37	27.12
SLC7A10	86.31	231.67	64.70
TRPV5	62.01	55.95	68.45
PRPH	140.49	304.86	175.28
ANKRD7	30.31	19.61	21.10
PRPS1	859.23	778.15	1206.24
METTL3	1120.32	1479.71	658.94
PRMT8	55.05	74.41	41.23
PPAN	315.59	408.22	326.54
CABP5	23.60	24.11	17.90
PRPS2	38.55	57.44	532.78
PRPSAP1	954.30	846.17	978.21
PRPSAP2	852.41	617.29	566.88
PRRG1	24.34	25.69	169.15
PRRG2	35.95	33.65	60.88
AZGP1	15.92	13.77	17.49
LTB4R2	16.23	21.86	42.14
LGMN	430.87	254.69	559.93
PRSS1	26.98	44.60	23.02
PRSS3	207.81	284.01	129.81
CTPS2	313.60	205.09	363.12
RPRM	39.71	78.26	37.18
CCL28	45.21	39.54	211.00
EIF4ENIF1	270.20	258.17	202.81
KCNQ5	18.58	18.53	17.19
MASP1	72.59	89.64	41.74
RELN	568.69	3630.37	1048.20
KLK7	37.25	89.78	56.53
TMPRSS15	34.10	30.07	27.66
DNAJC12	40.20	35.39	116.14
PRSS8	45.69	39.39	60.10
KLK6	36.76	46.43	47.03
MMP26	23.64	33.37	32.51
CHST7	97.82	76.41	77.23
HTRA1	85.15	50.07	238.72
KLK10	27.49	41.26	32.85
PRTN3	15.10	24.59	19.90
CYP26B1	185.07	92.29	41.88
TUBB7P	21.09	18.35	19.93
ERO1B	42.81	41.61	172.61
SLC2A9	67.29	88.59	68.25
PSAP	2822.78	2000.02	2722.28
DIABLO	1201.48	1593.96	1123.59
INPP5E	167.25	204.78	197.09
PSD	29.02	21.06	30.50
PSEN1	252.55	233.49	367.17
BCCIP	389.96	756.50	442.77
EIF5A2	112.90	38.39	235.99
TMPRSS4	28.00	44.23	50.47
PSEN2	70.80	61.37	215.73
CLDND1	448.67	417.11	381.67
C10orf2	205.50	268.73	230.59
NPDC1	168.99	62.25	135.28
POLE4	603.83	420.57	421.68
OR2S2	41.64	45.76	47.83
TRIM39	164.86	185.66	241.99
KCNK13	21.77	23.45	20.80
KCNK12	23.71	22.58	27.61
PANX2	57.74	70.79	60.77
MUC13	53.67	41.46	216.66
SUCNR1	38.34	62.68	29.56
AKIP1	203.43	179.04	317.50
C11orf16	193.42	191.21	215.08
TMEM9B	282.77	228.63	386.04
NRIP3	86.77	74.63	102.80
ASCL3	74.22	66.35	39.08
SAR1A	706.67	789.28	438.61
C21orf59	753.05	493.22	2039.64
PSG1	15.96	15.20	13.17
AZU1	20.12	12.00	20.94
JPH1	46.22	53.70	50.06
PSG2	64.22	68.12	69.78
PSG3	19.42	20.43	17.06
RETN	36.35	35.42	48.73
PSG4	52.86	50.44	63.18
SLC2A4RG	164.50	222.86	293.74
PSG5	41.31	48.77	51.82
BARHL1	87.99	70.43	133.00
FMN2	20.11	15.70	15.94
PSG9	44.36	44.21	40.55
B2M	5701.40	4655.76	7987.34
PSG11	32.12	34.25	28.24
PSKH1	224.71	142.87	103.46
ZC3HAV1	237.60	232.52	302.63
PSMA1	3174.91	2520.68	3317.77
IFNK	14.96	12.13	12.40
SLAMF8	29.83	39.96	38.12
GPR137	64.70	74.72	229.52
PSMA2	819.50	991.66	719.08
SPHK2	100.27	110.31	148.51
TCEAL7	16.22	14.63	15.79
PSMA3	3309.05	1861.44	2885.89
GRIPAP1	329.61	203.49	218.85
EMC7	731.19	767.38	1672.16
RAD18	148.33	155.64	91.23
CELF4	24.40	31.03	28.05
PSMA4	3066.55	2078.03	2828.85
PSMA5	1248.60	1032.62	1585.48
PSMA6	4985.42	3674.67	3577.41
CDC42SE1	289.12	312.89	358.52
FSTL5	23.02	17.34	20.93
UGGT1	231.79	181.30	255.17
KCMF1	141.89	151.04	163.56
TM9SF3	1180.11	1280.06	1073.27
